Algorithm,Performance_Metric_New,Performance_Metric,Baseline_SCore,Category,Feature_Types,Data_Size
RF,meanFscore,cv_RF_train.meanFscore,0.851276984,VS,Unigram_Bigram,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500682409,VS,Unigram_Bigram,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,VS,Unigram_Bigram,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Unigram_Bigram,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666079267,VS,Unigram_Bigram,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.852752596,VS,Unigram_Bigram,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.852,VS,Unigram_Bigram,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.852,VS,Unigram_Bigram,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.851697011,VS,Unigram_Bigram,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.905840664,VS,Unigram_Bigram,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.893,VS,Unigram_Bigram,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.843,VS,Unigram_Bigram,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.865852663,VS,Unigram_Bigram,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.731641105,VS,Unigram_Bigram_Trigram,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.819,VS,Unigram_Bigram_Trigram,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.592,VS,Unigram_Bigram_Trigram,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.686155868,VS,Unigram_Bigram_Trigram,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.946675434,VS,Unigram_Bigram_Trigram,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.954,VS,Unigram_Bigram_Trigram,2k
MX,meanRecall,cv_MX_train.meanRecall,0.939,VS,Unigram_Bigram_Trigram,2k
MX,meanFscore,cv_MX_train.meanFscore,0.946110849,VS,Unigram_Bigram_Trigram,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.799127874,VS,Unigram_Bigram_Trigram,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.776,VS,Unigram_Bigram_Trigram,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.836,VS,Unigram_Bigram_Trigram,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.804036556,VS,Unigram_Bigram_Trigram,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.808689864,VS,Unigram_Bigram_Trigram,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.808,VS,Unigram_Bigram_Trigram,2k
BG,meanRecall,cv_BG_train.meanRecall,0.812,VS,Unigram_Bigram_Trigram,2k
BG,meanFscore,cv_BG_train.meanFscore,0.808765007,VS,Unigram_Bigram_Trigram,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.731544888,VS,Unigram_Bigram_Trigram,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.679,VS,Unigram_Bigram_Trigram,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.873,VS,Unigram_Bigram_Trigram,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.763216083,VS,Unigram_Bigram_Trigram,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.86158216,VS,Unigram_Bigram_Trigram,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.879,VS,Unigram_Bigram_Trigram,2k
RF,meanRecall,cv_RF_train.meanRecall,0.842,VS,Unigram_Bigram_Trigram,2k
RF,meanFscore,cv_RF_train.meanFscore,0.859388785,VS,Unigram_Bigram_Trigram,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499718995,VS,Unigram_Bigram_Trigram,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,VS,Unigram_Bigram_Trigram,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Unigram_Bigram_Trigram,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667030908,VS,Unigram_Bigram_Trigram,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.847921418,VS,Unigram_Bigram_Trigram,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.853,VS,Unigram_Bigram_Trigram,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.841,VS,Unigram_Bigram_Trigram,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.84662322,VS,Unigram_Bigram_Trigram,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.890379521,VS,Unigram_Bigram_Trigram,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.879,VS,Unigram_Bigram_Trigram,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.833,VS,Unigram_Bigram_Trigram,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.855245085,VS,Unigram_Bigram_Trigram,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.725873875,VS,Unigram_Bigram_Trigram_Composite,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.817,VS,Unigram_Bigram_Trigram_Composite,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.581,VS,Unigram_Bigram_Trigram_Composite,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.67700055,VS,Unigram_Bigram_Trigram_Composite,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.949423218,VS,Unigram_Bigram_Trigram_Composite,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.947,VS,Unigram_Bigram_Trigram_Composite,2k
MX,meanRecall,cv_MX_train.meanRecall,0.951,VS,Unigram_Bigram_Trigram_Composite,2k
MX,meanFscore,cv_MX_train.meanFscore,0.948689095,VS,Unigram_Bigram_Trigram_Composite,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.627531433,VS,Unigram_Bigram_Trigram_Composite,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.608,VS,Unigram_Bigram_Trigram_Composite,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.726,VS,Unigram_Bigram_Trigram_Composite,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.659722813,VS,Unigram_Bigram_Trigram_Composite,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.823018123,VS,Unigram_Bigram_Trigram_Composite,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.817,VS,Unigram_Bigram_Trigram_Composite,2k
BG,meanRecall,cv_BG_train.meanRecall,0.83,VS,Unigram_Bigram_Trigram_Composite,2k
BG,meanFscore,cv_BG_train.meanFscore,0.822888328,VS,Unigram_Bigram_Trigram_Composite,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.784274131,VS,Unigram_Bigram_Trigram_Composite,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.803,VS,Unigram_Bigram_Trigram_Composite,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.754,VS,Unigram_Bigram_Trigram_Composite,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.775518436,VS,Unigram_Bigram_Trigram_Composite,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.856413518,VS,Unigram_Bigram_Trigram_Composite,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.849,VS,Unigram_Bigram_Trigram_Composite,2k
RF,meanRecall,cv_RF_train.meanRecall,0.867,VS,Unigram_Bigram_Trigram_Composite,2k
RF,meanFscore,cv_RF_train.meanFscore,0.857448226,VS,Unigram_Bigram_Trigram_Composite,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499426978,VS,Unigram_Bigram_Trigram_Composite,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,VS,Unigram_Bigram_Trigram_Composite,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Unigram_Bigram_Trigram_Composite,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666732494,VS,Unigram_Bigram_Trigram_Composite,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.814989253,VS,Unigram_Bigram_Trigram_Composite,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.828,VS,Unigram_Bigram_Trigram_Composite,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.799,VS,Unigram_Bigram_Trigram_Composite,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.811259024,VS,Unigram_Bigram_Trigram_Composite,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.878863014,VS,Unigram_Bigram_Trigram_Composite,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.86,VS,Unigram_Bigram_Trigram_Composite,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.862,VS,Unigram_Bigram_Trigram_Composite,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.859542293,VS,Unigram_Bigram_Trigram_Composite,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.68328821,VS,Neg_Pos,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.755,VS,Neg_Pos,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.538,VS,Neg_Pos,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.627856145,VS,Neg_Pos,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.775157986,VS,Neg_Pos,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.789,VS,Neg_Pos,2k
MX,meanRecall,cv_MX_train.meanRecall,0.746,VS,Neg_Pos,2k
MX,meanFscore,cv_MX_train.meanFscore,0.766409134,VS,Neg_Pos,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.541312473,VS,Neg_Pos,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.538,VS,Neg_Pos,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.688,VS,Neg_Pos,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.577928609,VS,Neg_Pos,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.744001211,VS,Neg_Pos,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.741,VS,Neg_Pos,2k
BG,meanRecall,cv_BG_train.meanRecall,0.749,VS,Neg_Pos,2k
BG,meanFscore,cv_BG_train.meanFscore,0.744292738,VS,Neg_Pos,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.754797375,VS,Neg_Pos,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.738,VS,Neg_Pos,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.797,VS,Neg_Pos,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.763171835,VS,Neg_Pos,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.756265519,VS,Neg_Pos,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.753,VS,Neg_Pos,2k
RF,meanRecall,cv_RF_train.meanRecall,0.765,VS,Neg_Pos,2k
RF,meanFscore,cv_RF_train.meanFscore,0.757903333,VS,Neg_Pos,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499668363,VS,Neg_Pos,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,VS,Neg_Pos,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Neg_Pos,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666715548,VS,Neg_Pos,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.742608764,VS,Neg_Pos,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.743,VS,Neg_Pos,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.793,VS,Neg_Pos,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.759409372,VS,Neg_Pos,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.872402609,VS,Neg_Pos,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.818,VS,Neg_Pos,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.821,VS,Neg_Pos,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.817828753,VS,Neg_Pos,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.509926865,VS,Part_Of_Speech,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.54,VS,Part_Of_Speech,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.132,VS,Part_Of_Speech,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.210053792,VS,Part_Of_Speech,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.656545049,VS,Part_Of_Speech,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.662,VS,Part_Of_Speech,2k
MX,meanRecall,cv_MX_train.meanRecall,0.64,VS,Part_Of_Speech,2k
MX,meanFscore,cv_MX_train.meanFscore,0.649925839,VS,Part_Of_Speech,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.605423381,VS,Part_Of_Speech,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.584,VS,Part_Of_Speech,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.73,VS,Part_Of_Speech,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.647668789,VS,Part_Of_Speech,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.612409824,VS,Part_Of_Speech,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.611,VS,Part_Of_Speech,2k
BG,meanRecall,cv_BG_train.meanRecall,0.623,VS,Part_Of_Speech,2k
BG,meanFscore,cv_BG_train.meanFscore,0.614523132,VS,Part_Of_Speech,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.563371451,VS,Part_Of_Speech,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.549,VS,Part_Of_Speech,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.732,VS,Part_Of_Speech,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.625726591,VS,Part_Of_Speech,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.63920101,VS,Part_Of_Speech,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.638,VS,Part_Of_Speech,2k
RF,meanRecall,cv_RF_train.meanRecall,0.645,VS,Part_Of_Speech,2k
RF,meanFscore,cv_RF_train.meanFscore,0.6399078,VS,Part_Of_Speech,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499668363,VS,Part_Of_Speech,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,VS,Part_Of_Speech,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Part_Of_Speech,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666715548,VS,Part_Of_Speech,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.587314216,VS,Part_Of_Speech,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.608,VS,Part_Of_Speech,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.486,VS,Part_Of_Speech,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.535809823,VS,Part_Of_Speech,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.898602344,VS,Part_Of_Speech,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.618888889,VS,Part_Of_Speech,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.68,VS,Part_Of_Speech,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.644652927,VS,Part_Of_Speech,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.562752906,VS,Composite_Numerical,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.667,VS,Composite_Numerical,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.238,VS,Composite_Numerical,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.347168439,VS,Composite_Numerical,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.799771089,VS,Composite_Numerical,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.811,VS,Composite_Numerical,2k
MX,meanRecall,cv_MX_train.meanRecall,0.779,VS,Composite_Numerical,2k
MX,meanFscore,cv_MX_train.meanFscore,0.794398897,VS,Composite_Numerical,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.549589247,VS,Composite_Numerical,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.534,VS,Composite_Numerical,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.777,VS,Composite_Numerical,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.630642054,VS,Composite_Numerical,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.781844508,VS,Composite_Numerical,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.783,VS,Composite_Numerical,2k
BG,meanRecall,cv_BG_train.meanRecall,0.781,VS,Composite_Numerical,2k
BG,meanFscore,cv_BG_train.meanFscore,0.780841355,VS,Composite_Numerical,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.757122957,VS,Composite_Numerical,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.741,VS,Composite_Numerical,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.797,VS,Composite_Numerical,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.765036818,VS,Composite_Numerical,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.779442674,VS,Composite_Numerical,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.77,VS,Composite_Numerical,2k
RF,meanRecall,cv_RF_train.meanRecall,0.797,VS,Composite_Numerical,2k
RF,meanFscore,cv_RF_train.meanFscore,0.782556321,VS,Composite_Numerical,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499668363,VS,Composite_Numerical,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,VS,Composite_Numerical,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Composite_Numerical,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666715548,VS,Composite_Numerical,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.783464671,VS,Composite_Numerical,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.785,VS,Composite_Numerical,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.783,VS,Composite_Numerical,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.783061401,VS,Composite_Numerical,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.86947194,VS,Composite_Numerical,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.81,VS,Composite_Numerical,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.817,VS,Composite_Numerical,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.812059688,VS,Composite_Numerical,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.801924852,Camera,Unigram,4k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.868,Camera,Unigram,4k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.713,Camera,Unigram,4k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.782123452,Camera,Unigram,4k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.939557251,Camera,Unigram,4k
MX,meanPrecision,cv_MX_train.meanPrecision,0.939,Camera,Unigram,4k
MX,meanRecall,cv_MX_train.meanRecall,0.938,Camera,Unigram,4k
MX,meanFscore,cv_MX_train.meanFscore,0.938214625,Camera,Unigram,4k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.822073343,Camera,Unigram,4k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.799,Camera,Unigram,4k
SVM,meanRecall,cv_SVM_train.meanRecall,0.858,Camera,Unigram,4k
SVM,meanFscore,cv_SVM_train.meanFscore,0.827138776,Camera,Unigram,4k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.821908696,Camera,Unigram,4k
BG,meanPrecision,cv_BG_train.meanPrecision,0.818,Camera,Unigram,4k
BG,meanRecall,cv_BG_train.meanRecall,0.832,Camera,Unigram,4k
BG,meanFscore,cv_BG_train.meanFscore,0.824600829,Camera,Unigram,4k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.755513066,Camera,Unigram,4k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.731,Camera,Unigram,4k
TREE,meanRecall,cv_TREE_train.meanRecall,0.814,Camera,Unigram,4k
TREE,meanFscore,cv_TREE_train.meanFscore,0.769215715,Camera,Unigram,4k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.879144083,Camera,Unigram,4k
RF,meanPrecision,cv_RF_train.meanPrecision,0.878,Camera,Unigram,4k
RF,meanRecall,cv_RF_train.meanRecall,0.882,Camera,Unigram,4k
RF,meanFscore,cv_RF_train.meanFscore,0.879480559,Camera,Unigram,4k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500156097,Camera,Unigram,4k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Camera,Unigram,4k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Unigram,4k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666207292,Camera,Unigram,4k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.86778547,Camera,Unigram,4k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.895,Camera,Unigram,4k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.833,Camera,Unigram,4k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.862534399,Camera,Unigram,4k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.907969438,Camera,Unigram,4k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.899,Camera,Unigram,4k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.833,Camera,Unigram,4k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.864476299,Camera,Unigram,4k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.799988234,Camera,Unigram_Composite,4k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.869,Camera,Unigram_Composite,4k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.708,Camera,Unigram_Composite,4k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.779688428,Camera,Unigram_Composite,4k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.934625701,Camera,Unigram_Composite,4k
MX,meanPrecision,cv_MX_train.meanPrecision,0.939,Camera,Unigram_Composite,4k
MX,meanRecall,cv_MX_train.meanRecall,0.93,Camera,Unigram_Composite,4k
MX,meanFscore,cv_MX_train.meanFscore,0.934345978,Camera,Unigram_Composite,4k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.643594109,Camera,Unigram_Composite,4k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.611,Camera,Unigram_Composite,4k
SVM,meanRecall,cv_SVM_train.meanRecall,0.789,Camera,Unigram_Composite,4k
SVM,meanFscore,cv_SVM_train.meanFscore,0.688191015,Camera,Unigram_Composite,4k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.857131561,Camera,Unigram_Composite,4k
BG,meanPrecision,cv_BG_train.meanPrecision,0.848,Camera,Unigram_Composite,4k
BG,meanRecall,cv_BG_train.meanRecall,0.872,Camera,Unigram_Composite,4k
BG,meanFscore,cv_BG_train.meanFscore,0.859468566,Camera,Unigram_Composite,4k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.823572897,Camera,Unigram_Composite,4k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.813,Camera,Unigram_Composite,4k
TREE,meanRecall,cv_TREE_train.meanRecall,0.84,Camera,Unigram_Composite,4k
TREE,meanFscore,cv_TREE_train.meanFscore,0.825284793,Camera,Unigram_Composite,4k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.878865535,Camera,Unigram_Composite,4k
RF,meanPrecision,cv_RF_train.meanPrecision,0.865,Camera,Unigram_Composite,4k
RF,meanRecall,cv_RF_train.meanRecall,0.897,Camera,Unigram_Composite,4k
RF,meanFscore,cv_RF_train.meanFscore,0.880309285,Camera,Unigram_Composite,4k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500075185,Camera,Unigram_Composite,4k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,Camera,Unigram_Composite,4k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Unigram_Composite,4k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665043364,Camera,Unigram_Composite,4k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.857103569,Camera,Unigram_Composite,4k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.876,Camera,Unigram_Composite,4k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.829,Camera,Unigram_Composite,4k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.851689575,Camera,Unigram_Composite,4k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.90420571,Camera,Unigram_Composite,4k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.882,Camera,Unigram_Composite,4k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.883,Camera,Unigram_Composite,4k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.882036793,Camera,Unigram_Composite,4k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.829210675,Camera,Unigram_Bigram,4k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.88,Camera,Unigram_Bigram,4k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.763,Camera,Unigram_Bigram,4k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.816931948,Camera,Unigram_Bigram,4k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.94526395,Camera,Unigram_Bigram,4k
MX,meanPrecision,cv_MX_train.meanPrecision,0.949,Camera,Unigram_Bigram,4k
MX,meanRecall,cv_MX_train.meanRecall,0.942,Camera,Unigram_Bigram,4k
MX,meanFscore,cv_MX_train.meanFscore,0.945391669,Camera,Unigram_Bigram,4k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.843957798,Camera,Unigram_Bigram,4k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.825,Camera,Unigram_Bigram,4k
SVM,meanRecall,cv_SVM_train.meanRecall,0.873,Camera,Unigram_Bigram,4k
SVM,meanFscore,cv_SVM_train.meanFscore,0.847626456,Camera,Unigram_Bigram,4k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.820214007,Camera,Unigram_Bigram,4k
BG,meanPrecision,cv_BG_train.meanPrecision,0.81,Camera,Unigram_Bigram,4k
BG,meanRecall,cv_BG_train.meanRecall,0.836,Camera,Unigram_Bigram,4k
BG,meanFscore,cv_BG_train.meanFscore,0.822014285,Camera,Unigram_Bigram,4k
