Algorithm,Performance_Metric_New,Performance_Metric,Unigram,Unigram_Composite,Unigram_Bigram,Unigram_Bigram_Trigram,Unigram_Bigram_Trigram_Composite,Neg_Pos,Part_Of_Speech,Composite_Numerical,Category,Data_Size
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.735431235,0.840802142,0.735169672,0.735338007,0.840802142,0.829733947,0.635796983,0.829733947,Tablet,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.691,0.817,0.69,0.691,0.817,0.818,0.63,0.818,Tablet,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.852,0.878,0.852,0.851,0.878,0.851,0.664,0.851,Tablet,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.762784597,0.846330664,0.762160279,0.762437091,0.846330664,0.83367502,0.646103825,0.83367502,Tablet,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.894007235,0.899368251,0.895498371,0.903711166,0.902844285,0.84373593,0.728214519,0.863742499,Tablet,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.895,0.888,0.894,0.905,0.89,0.844,0.728,0.857,Tablet,6k
RF,meanRecall,cv_RF_train.meanRecall,0.893,0.914,0.895,0.906,0.92,0.847,0.732,0.875,Tablet,6k
RF,meanFscore,cv_RF_train.meanFscore,0.893881514,0.90075615,0.894435531,0.905221055,0.90468189,0.84529695,0.72959642,0.865810571,Tablet,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499981431,0.500068055,0.500302997,0.500032823,0.500068055,0.500757696,0.500757696,0.500757696,Tablet,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,0.498,0.502,0.5,0.498,0.5,0.5,0.5,Tablet,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,Tablet,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666307102,0.664770975,0.668146904,0.666560223,0.664770975,0.666339591,0.666339591,0.666339591,Tablet,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.871190115,0.862258726,0.881003045,0.881352358,0.825574001,0.802793373,0.637220034,0.80383324,Tablet,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.903,0.879,0.904,0.902,0.84,0.813,0.662,0.815,Tablet,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.831,0.841,0.851,0.854,0.803,0.841,0.569,0.816,Tablet,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.865267055,0.859443809,0.876531015,0.877056078,0.821012193,0.817298708,0.611119586,0.811931629,Tablet,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.921804433,0.915042911,0.926631095,0.92419242,0.912996975,0.898579838,0.918289766,0.905219184,Tablet,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.921,0.896,0.92,0.922,0.896,0.861,0.68,0.878,Tablet,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.863,0.905,0.882,0.878,0.899,0.898,0.568,0.887,Tablet,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.890816738,0.900029857,0.900454442,0.899268712,0.897029448,0.878453861,0.617094022,0.881953252,Tablet,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.764193339,0.760921621,0.79170176,0.793865819,0.795402646,0.736971214,0.580970689,0.693215147,TV,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.865,0.859,0.879,0.885,0.88,0.791,0.615,0.744,TV,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.629,0.626,0.678,0.675,0.685,0.642,0.498,0.595,TV,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.728059802,0.724066818,0.765186471,0.765651812,0.769982528,0.707140971,0.532555892,0.654053718,TV,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.928013166,0.925843552,0.957747705,0.956685616,0.931595952,0.812308366,0.704817361,0.82709414,TV,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.929,0.929,0.957,0.956,0.935,0.814,0.702,0.834,TV,6k
MX,meanRecall,cv_MX_train.meanRecall,0.927,0.922,0.958,0.958,0.927,0.81,0.71,0.818,TV,6k
MX,meanFscore,cv_MX_train.meanFscore,0.927908159,0.925395916,0.95747134,0.95694767,0.930897569,0.811779812,0.705645777,0.825741242,TV,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.850202273,0.639338553,0.864532849,0.862301112,0.647000751,0.577401374,0.672894714,0.589589343,TV,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.822,0.611,0.846,0.84,0.618,0.55,0.635,0.559,TV,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.894,0.769,0.894,0.895,0.772,0.861,0.807,0.854,TV,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.856318341,0.680473314,0.869188402,0.866344688,0.685938842,0.670616323,0.710595695,0.67538386,TV,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.844289237,0.859299465,0.8535857,0.848591953,0.862707145,0.796614388,0.716456433,0.826074619,TV,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.842,0.841,0.847,0.845,0.846,0.793,0.714,0.813,TV,6k
BG,meanRecall,cv_BG_train.meanRecall,0.846,0.887,0.862,0.851,0.89,0.804,0.728,0.847,TV,6k
BG,meanFscore,cv_BG_train.meanFscore,0.843688066,0.863151986,0.854203215,0.847615669,0.867222419,0.798273241,0.720181303,0.829322814,TV,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.761329857,0.81859476,0.762934171,0.764139569,0.81859476,0.7945564,0.627237265,0.7945564,TV,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.742,0.779,0.737,0.737,0.779,0.801,0.602,0.801,TV,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.809,0.887,0.818,0.822,0.887,0.786,0.749,0.786,TV,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.773339482,0.829357128,0.775261804,0.7768101,0.829357128,0.792937252,0.667201091,0.792937252,TV,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.88608653,0.884282725,0.895763174,0.897344158,0.886990367,0.808871139,0.733250619,0.834476477,TV,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.887,0.871,0.89,0.896,0.874,0.797,0.724,0.821,TV,6k
RF,meanRecall,cv_RF_train.meanRecall,0.887,0.903,0.901,0.9,0.904,0.829,0.752,0.856,TV,6k
RF,meanFscore,cv_RF_train.meanFscore,0.886729001,0.886412692,0.895390952,0.897788951,0.888531715,0.812545305,0.737076534,0.83784551,TV,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500305223,0.50004935,0.499976819,0.500026604,0.50004935,0.500255936,0.500255936,0.500255936,TV,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,0.5,0.5,0.499,0.5,0.501,0.501,0.501,TV,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,TV,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666571601,0.666453975,0.666559028,0.66547444,0.666453975,0.667347894,0.667347894,0.667347894,TV,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.866541826,0.852352015,0.875634142,0.87687122,0.850531601,0.778780102,0.634708464,0.78609081,TV,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.889,0.869,0.886,0.887,0.867,0.781,0.667,0.8,TV,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.837,0.831,0.861,0.864,0.828,0.767,0.538,0.763,TV,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.862077694,0.849172418,0.873136588,0.875252221,0.846567783,0.772884353,0.594904279,0.780727567,TV,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.913290353,0.915340864,0.91540653,0.915462461,0.913005834,0.891357282,0.90100384,0.884646813,TV,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.91,0.901,0.907,0.918,0.9,0.854,0.701,0.852,TV,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.82,0.9,0.84,0.828,0.895,0.836,0.65,0.841,TV,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.861467716,0.900104361,0.871239297,0.870094355,0.897208304,0.843616575,0.666508472,0.845561049,TV,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.742899953,0.743505009,0.777955226,0.780491205,0.778324116,0.668727775,0.517489133,0.591497362,VS,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.824,0.831,0.845,0.848,0.853,0.736,0.619,0.76,VS,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.615,0.61,0.68,0.683,0.67,0.527,0.086,0.268,VS,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.704209767,0.703313026,0.753192526,0.75640922,0.75024816,0.614072465,0.150647668,0.395987342,VS,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.88566703,0.900480544,0.90550337,0.904854797,0.907940412,0.782407247,0.668919381,0.792941622,VS,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.892,0.901,0.906,0.904,0.909,0.789,0.652,0.796,VS,6k
MX,meanRecall,cv_MX_train.meanRecall,0.878,0.899,0.905,0.904,0.907,0.772,0.722,0.788,VS,6k
MX,meanFscore,cv_MX_train.meanFscore,0.884775135,0.899893413,0.905441771,0.903916957,0.907828825,0.780268549,0.6846169,0.791682424,VS,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.80849449,0.604844157,0.827442838,0.829506348,0.607042209,0.551302604,0.634383149,0.557693145,VS,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.788,0.583,0.808,0.81,0.588,0.537,0.608,0.54,VS,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.842,0.737,0.86,0.861,0.727,0.792,0.744,0.795,VS,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.813698427,0.65018892,0.833025321,0.834514869,0.64934643,0.639266652,0.668881962,0.642715584,VS,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.796055253,0.831722813,0.810358693,0.812115252,0.834586056,0.764484361,0.665888096,0.787752161,VS,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.784,0.821,0.799,0.797,0.828,0.758,0.661,0.783,VS,6k
BG,meanRecall,cv_BG_train.meanRecall,0.817,0.846,0.832,0.839,0.847,0.778,0.68,0.797,VS,6k
BG,meanFscore,cv_BG_train.meanFscore,0.799858674,0.833102138,0.814933254,0.817306621,0.837197544,0.767599266,0.66961598,0.789660782,VS,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.69795137,0.767199007,0.712442361,0.706778733,0.779648059,0.754097285,0.578371256,0.754097285,VS,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.653,0.76,0.665,0.688,0.754,0.715,0.552,0.715,VS,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.839,0.785,0.849,0.805,0.835,0.844,0.838,0.844,VS,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.733899621,0.770202221,0.745477006,0.72766122,0.790598524,0.773854788,0.665404403,0.773854788,VS,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.847084093,0.855885644,0.868248662,0.859786998,0.861692684,0.784064062,0.679761621,0.805190604,VS,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.851,0.842,0.871,0.861,0.846,0.781,0.68,0.796,VS,6k
RF,meanRecall,cv_RF_train.meanRecall,0.84,0.876,0.867,0.86,0.881,0.789,0.685,0.823,VS,6k
RF,meanFscore,cv_RF_train.meanFscore,0.845165761,0.858568601,0.868688743,0.860227907,0.863004383,0.78484681,0.681912855,0.809028943,VS,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.49937589,0.500025392,0.499992122,0.500143049,0.500025392,0.499723948,0.499723948,0.499723948,VS,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,0.5,0.499,0.5,0.5,0.5,0.5,0.5,VS,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,VS,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666266281,0.666331508,0.665593021,0.66647813,0.666331508,0.666441396,0.666441396,0.666441396,VS,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.827231236,0.805162692,0.848802529,0.848122302,0.825633306,0.749943755,0.602407618,0.752382025,VS,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.853,0.817,0.871,0.868,0.841,0.763,0.618,0.764,VS,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.791,0.787,0.82,0.824,0.802,0.72,0.542,0.703,VS,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.820431171,0.801216369,0.8443755,0.845220538,0.820841364,0.740620276,0.576549565,0.728483597,VS,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.921507646,0.892040759,0.924125437,0.925200593,0.891507093,0.880077719,0.882896681,0.877183689,VS,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.918,0.862,0.913,0.921,0.871,0.837,0.639,0.817,VS,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.765,0.814,0.821,0.825,0.8,0.801,0.622,0.841,VS,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.833677652,0.835994295,0.863779619,0.869104993,0.833426056,0.815601367,0.613060626,0.826693454,VS,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.812025657,0.818593142,0.835602817,0.836813502,0.839207166,0.779261858,0.518479495,0.678243447,Camera,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.865,0.868,0.877,0.878,0.879,0.797,0.51,0.624,Camera,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.741,0.753,0.782,0.783,0.787,0.75,0.895,0.901,Camera,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.797765647,0.806024542,0.826637388,0.827544278,0.830278008,0.772390103,0.649581767,0.736843767,Camera,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.910190086,0.915585343,0.930855597,0.930963779,0.92733492,0.826990671,0.704396614,0.839218676,Camera,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.913,0.923,0.934,0.932,0.936,0.823,0.697,0.843,Camera,8k
MX,meanRecall,cv_MX_train.meanRecall,0.908,0.906,0.926,0.928,0.917,0.832,0.721,0.831,Camera,8k
MX,meanFscore,cv_MX_train.meanFscore,0.910320913,0.914360784,0.929887754,0.929903425,0.926373839,0.827239196,0.708695861,0.836826035,Camera,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.85698772,0.631165749,0.86665654,0.866745776,0.640541491,0.575702995,0.650074523,0.584236199,Camera,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.86,0.603,0.878,0.88,0.61,0.547,0.618,0.555,Camera,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.855,0.774,0.851,0.851,0.776,0.864,0.788,0.86,Camera,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.856879264,0.677689007,0.86411009,0.865080587,0.682912196,0.669652821,0.692581773,0.67441209,Camera,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.826838742,0.869955407,0.840006769,0.837496499,0.868624101,0.812953903,0.710565458,0.842449289,Camera,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.811,0.861,0.824,0.818,0.862,0.804,0.71,0.828,Camera,8k
BG,meanRecall,cv_BG_train.meanRecall,0.853,0.881,0.864,0.867,0.882,0.827,0.716,0.865,Camera,8k
BG,meanFscore,cv_BG_train.meanFscore,0.831278801,0.870794123,0.843380129,0.841554048,0.87179392,0.815185049,0.712895372,0.845857374,Camera,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.75582816,0.830944697,0.754908114,0.751165951,0.830944697,0.813626648,0.651829655,0.82240816,Camera,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.725,0.813,0.73,0.724,0.813,0.777,0.672,0.8,Camera,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.821,0.86,0.81,0.812,0.86,0.882,0.591,0.858,Camera,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.769522225,0.835402599,0.767819487,0.764899922,0.835402599,0.826037705,0.62867253,0.827873368,Camera,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.878984318,0.883710072,0.890779363,0.889541777,0.886619041,0.82832522,0.723999499,0.848557517,Camera,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.878,0.874,0.89,0.891,0.874,0.821,0.725,0.834,Camera,8k
RF,meanRecall,cv_RF_train.meanRecall,0.88,0.899,0.891,0.889,0.904,0.841,0.723,0.87,Camera,8k
RF,meanFscore,cv_RF_train.meanFscore,0.878846552,0.886288405,0.890390617,0.889809971,0.888690133,0.830626082,0.723883485,0.851424905,Camera,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500150027,0.499957478,0.499941827,0.499998984,0.499957478,0.499713569,0.499713569,0.499713569,Camera,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,0.501,0.5,0.5,0.501,0.501,0.501,0.501,Camera,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,Camera,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665595368,0.667454603,0.666407705,0.666418412,0.667454603,0.667490167,0.667490167,0.667490167,Camera,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.869602183,0.863942423,0.88195959,0.88313066,0.867769655,0.825911318,0.629991503,0.834636346,Camera,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.897,0.873,0.904,0.907,0.886,0.826,0.65,0.845,Camera,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.836,0.851,0.855,0.854,0.843,0.827,0.558,0.819,Camera,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.865143988,0.861659733,0.87873232,0.879483641,0.863918211,0.826287169,0.599727842,0.831648325,Camera,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.897620192,0.907141707,0.91084775,0.911286283,0.903384264,0.902388345,0.949482962,0.913495327,Camera,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.884,0.886,0.906,0.905,0.873,0.853,0.761,0.865,Camera,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.799,0.898,0.835,0.828,0.889,0.894,0.729,0.897,Camera,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.838932487,0.891662043,0.868791762,0.86433155,0.88047125,0.872016356,0.741743165,0.880435122,Camera,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.828117098,0.832204523,0.845761205,0.843842783,0.849951278,0.731024712,0.538694838,0.61936767,Laptop,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.867,0.861,0.874,0.873,0.876,0.675,0.526,0.579,Laptop,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.776,0.791,0.806,0.802,0.817,0.893,0.869,0.903,Laptop,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.818599245,0.824290742,0.838460716,0.835702595,0.845215158,0.768628729,0.652503898,0.704621419,Laptop,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.926087508,0.923890383,0.943668717,0.944033163,0.932836424,0.819991911,0.707498182,0.835213613,Laptop,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.933,0.927,0.948,0.95,0.936,0.82,0.703,0.837,Laptop,8k
MX,meanRecall,cv_MX_train.meanRecall,0.917,0.92,0.937,0.937,0.929,0.82,0.719,0.834,Laptop,8k
MX,meanFscore,cv_MX_train.meanFscore,0.924854646,0.923399762,0.942423138,0.94342333,0.932336658,0.819787223,0.710663325,0.835317343,Laptop,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.847153041,0.630705031,0.855522968,0.857671502,0.636741418,0.565586284,0.640066343,0.575820955,Laptop,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.869,0.6,0.87,0.875,0.606,0.541,0.609,0.549,Laptop,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.82,0.781,0.834,0.834,0.779,0.864,0.781,0.849,Laptop,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.843505324,0.678337809,0.851409459,0.853857012,0.681447593,0.665025074,0.68408949,0.666497224,Laptop,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.825986871,0.866763302,0.833197094,0.835184665,0.868753629,0.80755658,0.704781423,0.834946388,Laptop,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.816,0.859,0.821,0.821,0.861,0.804,0.703,0.828,Laptop,8k
BG,meanRecall,cv_BG_train.meanRecall,0.844,0.88,0.851,0.858,0.882,0.816,0.708,0.846,Laptop,8k
BG,meanFscore,cv_BG_train.meanFscore,0.829614286,0.869156847,0.835614512,0.838912038,0.871193744,0.809820148,0.705203402,0.836644347,Laptop,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.738575307,0.818425717,0.738431362,0.73853117,0.818425717,0.813934417,0.626694221,0.813934417,Laptop,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.708,0.785,0.707,0.708,0.785,0.792,0.641,0.792,Laptop,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.815,0.881,0.814,0.815,0.881,0.855,0.589,0.855,Laptop,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.757521198,0.830073437,0.756554621,0.757429169,0.830073437,0.822121176,0.610114006,0.822121176,Laptop,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.883234451,0.884236244,0.890011324,0.888961992,0.8882729,0.826756818,0.723311886,0.84252112,Laptop,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.897,0.881,0.901,0.901,0.884,0.823,0.726,0.833,Laptop,8k
RF,meanRecall,cv_RF_train.meanRecall,0.867,0.893,0.879,0.874,0.896,0.836,0.714,0.858,Laptop,8k
RF,meanFscore,cv_RF_train.meanFscore,0.881483854,0.886858041,0.889735626,0.887146339,0.889791427,0.82931497,0.719721605,0.845182982,Laptop,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500090449,0.49988015,0.499898865,0.500268048,0.49988015,0.499655219,0.499655219,0.499655219,Laptop,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,0.501,0.501,0.5,0.501,0.498,0.498,0.498,Laptop,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,Laptop,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666324005,0.667407636,0.667276241,0.66629837,0.667407636,0.664734925,0.664734925,0.664734925,Laptop,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.872776367,0.849096018,0.874660689,0.874918012,0.865026696,0.822777174,0.628636001,0.830631845,Laptop,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.897,0.86,0.897,0.901,0.875,0.824,0.637,0.832,Laptop,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.842,0.831,0.847,0.844,0.853,0.824,0.601,0.828,Laptop,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.868375264,0.845084356,0.871202636,0.871453725,0.863629414,0.823775842,0.61809564,0.829844507,Laptop,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.909287474,0.903712051,0.914797453,0.916772764,0.913012187,0.904957156,0.918093236,0.913564035,Laptop,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.898,0.884,0.907,0.909,0.901,0.86,0.766666667,0.882,Laptop,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.834,0.886,0.857,0.852,0.892,0.88,0.738888889,0.863,Laptop,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.864434834,0.884798656,0.881219528,0.879458951,0.896109607,0.869571612,0.746395819,0.871699142,Laptop,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.783227723,0.782832023,0.826533328,0.829977035,0.828162797,0.763817544,0.527377265,0.63582531,Mobile,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.745,0.734,0.812,0.827,0.81,0.712,0.515,0.587,Mobile,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.866,0.887,0.851,0.837,0.86,0.89,0.892,0.916,Mobile,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.800453404,0.802757461,0.830600663,0.830534117,0.833710788,0.790437021,0.652826007,0.715230091,Mobile,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.881064146,0.906442421,0.902147909,0.902523875,0.911450999,0.827389573,0.7106421,0.845477901,Mobile,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.882,0.907,0.897,0.895,0.911,0.813,0.71,0.841,Mobile,8k
MX,meanRecall,cv_MX_train.meanRecall,0.882,0.907,0.91,0.909,0.912,0.85,0.713,0.856,Mobile,8k
MX,meanFscore,cv_MX_train.meanFscore,0.881777458,0.906894629,0.903324449,0.901855911,0.911425853,0.830949346,0.711183188,0.848280127,Mobile,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.816376357,0.632325196,0.825534384,0.827780426,0.638835581,0.576001229,0.634662973,0.584199618,Mobile,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.838,0.607,0.846,0.846,0.613,0.552,0.615,0.558,Mobile,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.787,0.752,0.797,0.8,0.753,0.805,0.718,0.803,Mobile,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.811517961,0.671381854,0.820557209,0.822130994,0.675321312,0.654840769,0.662252545,0.658324733,Mobile,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.803465605,0.858630943,0.82092141,0.825726376,0.860687234,0.812301557,0.688356732,0.83609153,Mobile,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.805,0.846,0.832,0.83,0.849,0.807,0.686,0.829,Mobile,8k
BG,meanRecall,cv_BG_train.meanRecall,0.8,0.876,0.806,0.819,0.876,0.821,0.693,0.847,Mobile,8k
BG,meanFscore,cv_BG_train.meanFscore,0.802079959,0.860672884,0.818700723,0.823981059,0.862222725,0.813797742,0.689316029,0.837778574,Mobile,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.741566141,0.821065785,0.746199569,0.747690798,0.821065785,0.815811756,0.612630453,0.815811756,Mobile,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.706,0.786,0.719,0.725,0.786,0.783,0.653,0.783,Mobile,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.826,0.884,0.81,0.803,0.884,0.877,0.487,0.877,Mobile,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.760561225,0.831967547,0.760468523,0.760535077,0.831967547,0.827251073,0.55431711,0.827251073,Mobile,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.856688301,0.875173122,0.870537328,0.872048427,0.877906445,0.832411738,0.714117525,0.845590399,Mobile,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.865,0.865,0.882,0.884,0.867,0.825,0.709,0.832,Mobile,8k
RF,meanRecall,cv_RF_train.meanRecall,0.843,0.888,0.857,0.858,0.891,0.845,0.721,0.864,Mobile,8k
